chr	Start	End	strand	gene_name	gene_body_length	epd_id	TATA-box	Inr	log10_burst_size
chr17	179995	181995	+	LOC100506388	2284		0	0	0.612762
chr17	654572	656572	+	DBIL5P	3004		0	0	0.603825
chr17	811871	813871	+	LOC101927727	1581		0	0	0.624760
chr17	1172857	1174857	+	BHLHA9	708		0	0	0.650963
chr17	1645129	1647129	+	SERPINF2	12430		0	0	0.557505
chr17	1920009	1922009	+	LOC105371485	2991		0	0	0.603966
chr17	2134971	2136971	+	LOC101927839	933		0	0	0.641962
chr17	2614602	2616602	+	LOC105371592	525		0	0	0.660716
chr17	3018887	3020887	+	OR1E3	864		0	0	0.644468
chr17	3099810	3101810	+	OR1A2	932		0	0	0.641997
chr17	3142969	3144969	+	OR1D4	939		0	0	0.641753
chr17	3212538	3214538	+	OR3A4P	1202		0	0	0.633699
chr17	3322861	3324861	+	OR3A3	966		0	0	0.640828
chr17	4606524	4608524	+	LOC101559451	1300		0	0	0.631143
chr17	5014229	5016229	+	LOC101928000	2448		0	0	0.610500
chr17	5030686	5032686	+	USP6	46640		0	0	0.514376
chr17	5094378	5096378	+	LOC100130950	43553		0	0	0.516610
chr17	5371411	5373411	+	LOC105371506	1269		0	0	0.631930
chr17	5674553	5676553	+	LOC339166	158463		0	0	0.474485
chr17	6554058	6556058	+	C17orf100	1559		0	0	0.625217
chr17	6560037	6562037	+	ALOX15P1	3664		0	0	0.597347
chr17	6755894	6757894	+	ALOX12P2	46774		0	0	0.514283
chr17	7383720	7385720	+	SLC35G6	1663		0	0	0.623111
chr17	7656637	7658637	+	RPL29P2	649		0	0	0.653800
chr17	13926814	13928814	+	CDRT15P1	1101		0	0	0.636562
chr17	14206056	14208056	+	MGC12916	2006		0	0	0.616995
chr17	14917121	14919121	+	LOC101928475	37471		0	0	0.521515
chr17	14933291	14935291	+	CDRT7	983		0	0	0.640259
chr17	15667016	15669016	+	CDRT15P2	987		0	0	0.640127
chr17	15689163	15691163	+	MEIS3P1	2856		0	0	0.605473
chr17	16341300	16343300	+	LRRC75A-AS1	3040		0	0	0.603436
chr17	16689205	16691205	+	USP32P1	17614		0	0	0.546136
chr17	16691056	16693056	+	FAM106CP	1759		0	0	0.621281
chr17	18313472	18315472	+	LINC02076	3230		0	0	0.601459
chr17	18324494	18326494	+	KRT17P5	3153		0	0	0.602246
chr17	18342221	18344221	+	KRT16P1	2987		0	0	0.604010
chr17	19173705	19175705	+	EPN2-IT1	2996		0	0	0.603912
chr17	20223486	20225486	+	CCDC144CP	81018		0	0	0.496366
chr17	20319332	20321332	+	FAM106B	1499		0	0	0.626497
chr17	20339136	20341136	+	NOS2P3	10421		0	0	0.563255
chr17	20614758	20616758	+	LOC100287072	25420		0	0	0.534171
chr17	20840832	20842832	+	LOC339260	43838		0	0	0.516397
chr17	21307447	21309447	+	KCNJ18	12035		0	0	0.558558
chr17	21728600	21730600	+	UBBP4	2162		0	0	0.614552
chr17	21824369	21826369	+	FAM27E5	1130		0	0	0.635714
chr17	21903061	21905061	+	FLJ36000	9009		0	0	0.568004
chr17	25744030	25746030	+	TBC1D3P5	13619		0	0	0.554526
chr17	26552588	26554588	+	PYY2	1497		0	0	0.626541
chr17	26573469	26575469	+	PPY2P	846		0	0	0.645154
chr17	26925150	26927150	+	SPAG5-AS1	18245		0	0	0.544988
chr17	27252292	27254292	+	LOC101927018	18474		0	0	0.544581
chr17	28885583	28887583	+	TBC1D29	3926		0	0	0.595094
chr17	28902482	28904482	+	LOC107133515	61002		0	0	0.505621
chr17	28950335	28952335	+	SH3GL1P2	2490		0	0	0.609945
chr17	29035625	29037625	+	SUZ12P1	83223		0	0	0.495490
chr17	29301352	29303352	+	DPRXP4	665		0	0	0.653006
chr17	30366354	30368354	+	SH3GL1P1	2497		0	0	0.609854
chr17	33879223	33881223	+	LOC107985033	2345		0	0	0.611902
chr17	35293771	35295771	+	LHX1	7144		0	0	0.575569
chr17	36451988	36453988	+	MRPL45	26113		0	0	0.533294
chr17	37080420	37082420	+	LINC00672	4217		0	0	0.592762
chr17	37185158	37187158	+	LRRC37A11P	23300		0	0	0.537012
chr17	37212271	37214271	+	LOC100131347	24433		0	0	0.535463
chr17	38096726	38098726	+	LRRC3C	3261		0	0	0.601147
chr17	39345138	39347138	+	KRTAP9-1	753		0	0	0.648953
chr17	39404938	39406938	+	KRTAP9-4	967		0	0	0.640794
chr17	39420629	39422629	+	KRTAP9-6	483		0	0	0.663436
chr17	39557667	39559667	+	LOC100505782	10173		0	0	0.564041
chr17	41018161	41020161	+	AOC4P	2073		0	0	0.615923
chr17	41276573	41278573	+	NBR2	19672		0	0	0.542532
chr17	41993575	41995575	+	FAM215A	780		0	0	0.647804
chr17	42014628	42016628	+	LINC01976	702		0	0	0.651240
chr17	42192279	42194279	+	LOC105371789	4684		0	0	0.589337
chr17	43223683	43225683	+	HEXIM1	4785		0	0	0.588641
chr17	43972148	43974148	+	MAPT-IT1	3016		0	0	0.603695
chr17	44371496	44373496	+	LRRC37A	42664		0	0	0.517282
chr17	44449178	44451178	+	NSFP1	50285		0	0	0.511922
chr17	45771629	45773629	+	TBKBP1	16800		0	0	0.547679
chr17	46370708	46372708	+	THRA1-BTR	13483		0	0	0.554853
chr17	46521194	46523194	+	LOC101927166	21208		0	0	0.540080
chr17	46620712	46622712	+	HOXB-AS1	6891		0	0	0.576745
chr17	47324604	47326604	+	FLJ40194	10423		0	0	0.563249
chr17	47438743	47440743	+	LOC102724596	3734		0	0	0.596730
chr17	47922271	47924271	+	FLJ45513	2928		0	0	0.604661
chr17	48291054	48293054	+	LINC01969	727		0	0	0.650099
chr17	48449580	48451580	+	EME1	8240		0	0	0.570914
chr17	48943039	48945039	+	TOB1-AS1	1693		0	0	0.622528
chr17	51061879	51063879	+	C17orf112	2133		0	0	0.614993
chr17	55121838	55123838	+	RNF126P1	1318		0	0	0.630694
chr17	56231514	56233514	+	OR4D1	933		0	0	0.641962
chr17	56233319	56235319	+	MSX2P1	2161		0	0	0.614567
chr17	56314786	56316786	+	LPO	30093		0	0	0.528667
chr17	56596197	56598197	+	SEPT4-AS1	37089		0	0	0.521850
chr17	58155669	58157669	+	LOC105371849	9384		0	0	0.566674
chr17	58640906	58642906	+	LINC01999	22075		0	0	0.538773
chr17	59488111	59490111	+	C17orf82	1530		0	0	0.625830
chr17	60884862	60886862	+	LOC101927877	27870		0	0	0.531170
chr17	61776697	61778697	+	LOC729683	2348		0	0	0.611861
chr17	61933375	61935375	+	TCAM1P	7364		0	0	0.574580
chr17	62460568	62462568	+	MILR1	3192		0	0	0.601845
chr17	63095929	63097929	+	LOC100507002	10283		0	0	0.563690
chr17	63452658	63454658	+	CRAT40	868		0	0	0.644317
chr17	65239891	65241891	+	LOC101928021	17305		0	0	0.546713
chr17	66096695	66098695	+	LINC00674	34375		0	0	0.524328
chr17	66193800	66195800	+	LOC440461	1643		0	0	0.623506
chr17	70067473	70069473	+	LINC02097	21149		0	0	0.540171
chr17	71508821	71510821	+	LOC101928251	5088		0	0	0.586638
chr17	71732992	71734992	+	LOC100134391	18704		0	0	0.544178
chr17	71781960	71783960	+	LINC02092	13974		0	0	0.553686
chr17	72362644	72364644	+	GPR142	5095		0	0	0.586593
chr17	72580056	72582056	+	C17orf77	9292		0	0	0.566995
chr17	73266379	73268379	+	LOC100287042	2597		0	0	0.608573
chr17	73583138	73585138	+	MYO15B	38789		0	0	0.520388
chr17	74135636	74137636	+	RNF157-AS1	14093		0	0	0.553410
chr17	74552845	74554845	+	SNHG16	7585		0	0	0.573615
chr17	74667009	74669009	+	LOC105274304	1731		0	0	0.621804
chr17	74794125	74796125	+	LINC02080	8059		0	0	0.571638
chr17	74851247	74853247	+	LINC00868	5671		0	0	0.583100
chr17	75542022	75544022	+	LOC100507351	18081		0	0	0.545283
chr17	76355528	76357528	+	LOC101928674	4484		0	0	0.590760
chr17	76479991	76481991	+	DNAH17-AS1	18147		0	0	0.545164
chr17	77680074	77682074	+	LINC02078	5007		0	0	0.587162
chr17	79138306	79140306	+	AATK-AS1	17658		0	0	0.546055
chr17	79201506	79203506	+	LOC105371925	3503		0	0	0.598813
chr17	79372520	79374520	+	BAHCC1	59838		0	0	0.506249
chr17	80331152	80333152	+	UTS2R	1310		0	0	0.630893
chr17	81173665	81175665	+	RPL23AP87	13908		0	0	0.553841
chr17	30421	32421	-	DOC2B	25411	DOC2B_1	0	1	0.534183
chr17	201633	203633	-	RPH3AL	140454	RPH3AL_1	0	0	0.478420
chr17	294731	296731	-	RFLNB	5961	FAM101B_1	0	0	0.581474
chr17	617096	619096	-	VPS53	182564	VPS53_1	0	1	0.469868
chr17	654501	656501	-	GEMIN4	7841	GEMIN4_1	0	0	0.572533
chr17	684571	686571	-	GLOD4	23023	GLOD4_1	0	0	0.537402
chr17	881998	883998	-	NXN	180446	NXN_1	0	0	0.470248
chr17	1302556	1304556	-	YWHAE	55723	YWHAE_1	0	0	0.508573
chr17	1358561	1360561	-	CRK	34915	CRK_1	0	1	0.523820
chr17	1393972	1395972	-	MYO1C	27493	MYO1C_1	0	0	0.531614
chr17	1419182	1421182	-	INPP5K	22312	INPP5K_1	0	1	0.538425
chr17	1419182	1421182	-	INPP5K	22312	INPP5K_2	0	0	0.538425
chr17	1419182	1421182	-	INPP5K	22312	INPP5K_3	0	0	0.538425
chr17	1465110	1467110	-	PITPNA	44828	PITPNA_1	0	0	0.515669
chr17	1531180	1533180	-	SLC43A2	59633	SLC43A2_2	0	1	0.506361
chr17	1531180	1533180	-	SLC43A2	59633	SLC43A2_1	1	0	0.627747
chr17	1548083	1550083	-	SCARF1	11932	SCARF1_1	0	1	0.558839
chr17	1552392	1554392	-	RILP	3948	RILP_1	0	1	0.594912
chr17	1587176	1589176	-	PRPF8	34254	PRPF8_1	0	0	0.524443
chr17	1612662	1614662	-	TLCD2	7579	TLCD2_1	0	0	0.573641
chr17	1618566	1620566	-	MIR22HG	4769	MIR22HG_2	0	0	0.588750
chr17	1618566	1620566	-	MIR22HG	4769	MIR22HG_1	0	0	0.588750
chr17	1732175	1734175	-	SMYD4	50347	SMYD4_1	0	0	0.511882
chr17	1927639	1929639	-	RTN4RL1	90669	RTN4RL1_1	0	0	0.492695
chr17	2206069	2208069	-	SMG6	243937	SMG6_1	0	0	0.460415
chr17	2239678	2241678	-	TSR1	14697	TSR1_1	0	0	0.552041
chr17	2303258	2305258	-	MNT	16905	MNT_1	0	1	0.547476
chr17	2414200	2416200	-	METTL16	95853	METTL16_1	0	1	0.490881
chr17	2613927	2615927	-	CLUH	22248	CLUH_1	0	1	0.538518
chr17	3374041	3376041	-	SPATA22	31736	SPATA22_1	0	0	0.526933
chr17	3460289	3462289	-	TRPV3	47494	TRPV3_1	0	1	0.513784
chr17	3499336	3501336	-	TRPV1	31597	TRPV1_1	0	0	0.527077
chr17	3538616	3540616	-	SHPK	28061	SHPK_1	0	1	0.530947
chr17	3598698	3600698	-	P2RX5-TAX1BP3	33512	P2RX5_1	0	0	0.525157
chr17	3598698	3600698	-	P2RX5-TAX1BP3	33512	P2RX5_3	0	0	0.525157
chr17	3598698	3600698	-	P2RX5-TAX1BP3	33512	P2RX5_2	1	0	0.671722
chr17	3570973	3572973	-	TAX1BP3	5787	TAX1BP3_1	0	0	0.582440
chr17	3598698	3600698	-	P2RX5	23177	P2RX5_1	0	0	0.537184
chr17	3598698	3600698	-	P2RX5	23177	P2RX5_3	0	0	0.537184
chr17	3598698	3600698	-	P2RX5	23177	P2RX5_2	1	0	0.699859
chr17	3703537	3705537	-	ITGAE	86619	ITGAE_1	0	1	0.494185
chr17	3748545	3750545	-	NCBP3	39501	NCBP3_1	0	1	0.519795
chr17	3795337	3797337	-	CAMKK1	32721	CAMKK1_1	0	1	0.525937
chr17	3818960	3820960	-	P2RX1	20076	P2RX1_1	0	1	0.541869
chr17	3866758	3868758	-	ATP2A3	40596	ATP2A3_2	0	0	0.518903
chr17	3866758	3868758	-	ATP2A3	40596	ATP2A3_1	0	0	0.518903
chr17	4045253	4047253	-	ZZEF1	138515	ZZEF1_1	0	0	0.478874
chr17	4166290	4168290	-	ANKFY1	100179	ANKFY1_2	0	0	0.489442
chr17	4166290	4168290	-	ANKFY1	100179	ANKFY1_1	0	1	0.489442
chr17	4268969	4270969	-	UBE2G1	97458	UBE2G1_1	0	0	0.490340
chr17	4457681	4459681	-	MYBBP1A	16491	MYBBP1A_1	0	0	0.548285
chr17	4462891	4464891	-	GGT6	3670	GGT6_1	0	0	0.597294
chr17	4543960	4545960	-	ALOX15	10747	ALOX15_1	0	1	0.562250
chr17	4642223	4644223	-	CXCL16	6400	CXCL16_2	0	1	0.579156
chr17	4642223	4644223	-	CXCL16	6400	CXCL16_1	0	0	0.579156
chr17	4688729	4690729	-	VMO1	1150	VMO1_1	1	1	1.080635
chr17	4688729	4690729	-	VMO1	1150	VMO1_2	0	0	0.635142
chr17	4805369	4807369	-	CHRNE	5306	CHRNE_1	0	1	0.585270
chr17	4842462	4844462	-	SLC25A11	3037	SLC25A11_2	0	0	0.603468
chr17	4842462	4844462	-	SLC25A11	3037	SLC25A11_1	0	0	0.603468
chr17	4842462	4844462	-	SLC25A11	3037	SLC25A11_3	0	0	0.603468
chr17	4851381	4853381	-	PFN1	3437	PFN1_2	0	1	0.599433
chr17	4851381	4853381	-	PFN1	3437	PFN1_1	0	0	0.599433
chr17	4870132	4872132	-	SPAG7	8612	SPAG7_1	0	1	0.569474
chr17	4889960	4891960	-	CAMTA2	19674	CAMTA2_3	0	0	0.542529
chr17	4889960	4891960	-	CAMTA2	19674	CAMTA2_2	0	1	0.542529
chr17	4889960	4891960	-	CAMTA2	19674	CAMTA2_1	0	0	0.542529
chr17	4899905	4901905	-	INCA1	9481	INCA1_1	0	1	0.566338
chr17	4937727	4939727	-	SLC52A1	2831	SLC52A1_1	0	0	0.605759
chr17	5094178	5096178	-	ZNF594	12348	ZNF594_1	0	0	0.557721
chr17	5137155	5139155	-	SCIMP	25940	SCIMP_1	0	0	0.533511
chr17	5322059	5324059	-	NUP88	34907	NUP88_2	0	0	0.523827
chr17	5322059	5324059	-	NUP88	34907	NUP88_1	0	0	0.523827
chr17	5341471	5343471	-	C1QBP	6373	C1QBP_1	0	0	0.579294
chr17	5371380	5373380	-	DHX33	28149	DHX33_2	0	0	0.530845
chr17	5371380	5373380	-	DHX33	28149	DHX33_1	0	0	0.530845
chr17	5388550	5390550	-	DERL2	14980	DERL2_1	0	0	0.551419
chr17	5486832	5488832	-	NLRP1	70395	NLRP1_2	0	0	0.500950
chr17	5486832	5488832	-	NLRP1	70395	NLRP1_1	0	0	0.500950
chr17	6337519	6339519	-	AIPL1	11463	AIPL1_1	0	0	0.560147
chr17	6458877	6460877	-	PITPNM3	105295	PITPNM3_1	1	0	0.584363
chr17	6543247	6545247	-	KIAA0753	62603	KIAA0753_1	0	0	0.504776
chr17	6553954	6555954	-	MED31	8322	MED31_1	0	0	0.570591
chr17	6615740	6617740	-	SLC13A5	28709	SLC13A5_1	0	0	0.530203
chr17	6615740	6617740	-	SLC13A5	28709	SLC13A5_2	0	0	0.530203
chr17	6734060	6736060	-	TEKT1	31761	TEKT1_1	0	1	0.526908
chr17	6914653	6916653	-	ALOX12-AS1	27212	ALOX12-AS1_1	0	0	0.531949
chr17	6921973	6923973	-	MIR497HG	3837	MIR497HG_1	0	1	0.595842
chr17	6946242	6948242	-	SLC16A11	2294	SLC16A11_1	0	0	0.612619
chr17	6982626	6984626	-	CLEC10A	5771	CLEC10A_1	0	0	0.582530
chr17	7017130	7019130	-	ASGR2	13490	ASGR2_3	0	1	0.554836
chr17	7017130	7019130	-	ASGR2	13490	ASGR2_2	0	0	0.554836
chr17	7017130	7019130	-	ASGR2	13490	ASGR2_1	0	0	0.554836
chr17	7081883	7083883	-	ASGR1	6133	ASGR1_1	0	1	0.580546
chr17	7081883	7083883	-	ASGR1	6133	ASGR1_2	0	0	0.580546
chr17	7122369	7124369	-	DLG4	30160	DLG4_1	0	0	0.528595
chr17	7136863	7138863	-	DVL2	9203	DVL2_1	0	0	0.567309
chr17	7141825	7143825	-	PHF23	4479	PHF23_2	0	1	0.590796
chr17	7141825	7143825	-	PHF23	4479	PHF23_1	0	0	0.590796
chr17	7144753	7146753	-	GABARAP	2016	GABARAP_2	0	0	0.616833
chr17	7144753	7146753	-	GABARAP	2016	GABARAP_1	0	0	0.616833
chr17	7154259	7156259	-	CTDNEP1	8354	CTDNEP1_3	0	0	0.570466
chr17	7154259	7156259	-	CTDNEP1	8354	CTDNEP1_2	0	0	0.570466
chr17	7154259	7156259	-	CTDNEP1	8354	CTDNEP1_1	0	0	0.570466
chr17	7165264	7167264	-	CLDN7	3043	CLDN7_4	0	0	0.603404
chr17	7165264	7167264	-	CLDN7	3043	CLDN7_1	1	0	0.854784
chr17	7165264	7167264	-	CLDN7	3043	CLDN7_3	0	0	0.603404
chr17	7165264	7167264	-	CLDN7	3043	CLDN7_2	0	0	0.603404
chr17	7196876	7198876	-	YBX2	6306	YBX2_1	0	1	0.579638
chr17	7217658	7219658	-	GPS2	2681	GPS2_1	0	0	0.607535
chr17	7231638	7233638	-	NEURL4	13688	NEURL4_1	0	0	0.554361
chr17	7297162	7299162	-	PLSCR3	5116	TMEM256-PLSCR3_1	0	0	0.586459
chr17	7297162	7299162	-	PLSCR3	5116	TMEM256-PLSCR3_2	0	0	0.586459
chr17	7306450	7308450	-	TMEM256-PLSCR3	14404	TMEM256_1	0	0	0.552698
chr17	7306450	7308450	-	TMEM256	1158	TMEM256_1	0	0	0.634915
chr17	7386568	7388568	-	ZBTB4	24884	ZBTB4_1	0	1	0.534866
chr17	7492488	7494488	-	SOX15	1991	SOX15_1	1	0	0.887153
chr17	7517215	7519215	-	FXR2	23668	FXR2_1	0	0	0.536500
chr17	7530194	7532194	-	SAT2	1643	SAT2_1	0	0	0.623506
chr17	7589868	7591868	-	TP53	19149	TP53_1	0	1	0.543411
chr17	7589868	7591868	-	TP53	19149	TP53_2	0	0	0.543411
chr17	7760209	7762209	-	NAA38	1211	NAA38_1	0	1	0.633456
chr17	7760209	7762209	-	NAA38	1211	NAA38_2	1	0	0.925092
chr17	7831753	7833753	-	KCNAB3	7577	KCNAB3_1	0	1	0.573650
chr17	7834267	7836267	-	TRAPPC1	1605	TRAPPC1_1	0	1	0.624269
chr17	7990021	7992021	-	ALOX12B	15068	ALOX12B_1	0	1	0.551228
chr17	8020860	8022860	-	ALOXE3	22643	ALOXE3_1	0	1	0.537944
chr17	8020860	8022860	-	ALOXE3	22643	ALOXE3_2	0	0	0.537944
chr17	8026410	8028410	-	HES7	3503	HES7_1	1	0	0.844042
chr17	8054753	8056753	-	PER1	11966	PER1_1	0	1	0.558746
chr17	8065293	8067293	-	VAMP2	3829	VAMP2_1	0	1	0.595910
chr17	8078714	8080714	-	TMEM107	3418	TMEM107_1	0	0	0.599614
chr17	8092564	8094564	-	BORCS6	1914	BORCS6_1	1	0	0.890163
chr17	8112944	8114944	-	AURKB	5896	AURKB_2	0	0	0.581831
chr17	8112944	8114944	-	AURKB	5896	AURKB_1	0	1	0.581831
chr17	8126361	8128361	-	LINC00324	3414	LINC00324_1	0	0	0.599652
chr17	8150413	8152413	-	CTC1	23275	CTC1_1	0	0	0.537047
chr17	8285482	8287482	-	RPL26	5649	RPL26_1	0	0	0.583227
chr17	8285482	8287482	-	RPL26	5649	RPL26_2	0	0	0.583227
chr17	8300144	8302144	-	RNF222	7122	RNF222_1	0	1	0.575670
chr17	8533079	8535079	-	MYH10	156557	MYH10_2	0	0	0.474880
chr17	8533079	8535079	-	MYH10	156557	MYH10_1	0	0	0.474880
chr17	8647154	8649154	-	CCDC42	14909	CCDC42_1	0	1	0.551574
chr17	8660877	8662877	-	SPDYE4	5454	SPDYE4_1	0	1	0.584373
chr17	8701667	8703667	-	MFSD6L	2240	MFSD6L_1	0	0	0.613396
chr17	8769994	8771994	-	PIK3R6	64954	PIK3R6_1	0	0	0.503573
chr17	8868029	8870029	-	PIK3R5	86797	PIK3R5_2	0	0	0.494118
chr17	8868029	8870029	-	PIK3R5	86797	PIK3R5_1	0	1	0.494118
chr17	9478275	9480275	-	STX8	325488	STX8_1	0	0	0.451009
chr17	9693614	9695614	-	DHRS7C	19864	DHRS7C_1	0	0	0.542215
chr17	9807684	9809684	-	RCVRN	7658	RCVRN_1	0	1	0.573303
chr17	9807684	9809684	-	RCVRN	7658	RCVRN_2	0	1	0.573303
chr17	9861766	9863766	-	GAS7	48841	GAS7_4	0	1	0.512872
chr17	10275322	10277322	-	MYH13	72140	MYH13_1	1	0	0.613218
chr17	10324267	10326267	-	MYH8	31626	MYH8_2	0	0	0.527047
chr17	10324267	10326267	-	MYH8	31626	MYH8_1	1	0	0.676142
chr17	10371876	10373876	-	MYH4	26269	MYH4_1	1	1	0.841904
chr17	10420859	10422859	-	MYH1	26233	MYH1_2	0	0	0.533145
chr17	10420859	10422859	-	MYH1	26233	MYH1_1	1	0	0.690408
chr17	10452017	10454017	-	MYH2	28553	MYH2_1	1	0	0.683942
chr17	10559626	10561626	-	MYH3	28784	MYH3_1	1	0	0.683327
chr17	10599885	10601885	-	SCO1	17237	SCO1_1	0	0	0.546842
chr17	10632646	10634646	-	TMEM220	17035	TMEM220_1	0	1	0.547226
chr17	10632646	10634646	-	TMEM220	17035	TMEM220_2	0	0	0.547226
chr17	10740418	10742418	-	PIRT	15627	PIRT_1	0	0	0.550040
chr17	10740418	10742418	-	PIRT	15627	PIRT_2	0	1	0.550040
chr17	11899827	11901827	-	ZNF18	20072	ZNF18_1	0	0	0.541875
chr17	12920381	12922381	-	ELAC2	26453	ELAC2_1	0	0	0.532872
chr17	13504259	13506259	-	HS3ST3A1	107911	HS3ST3A1_1	0	1	0.487017
chr17	14139179	14141179	-	CDRT15	1190	CDRT15_1	0	1	0.634026
chr17	15167674	15169674	-	PMP22	35581	PMP22_2	0	1	0.523204
chr17	15243958	15245958	-	TEKT3	37830	TEKT3_1	0	1	0.521204
chr17	15369925	15371925	-	CDRT4	31594	CDRT4_1	0	1	0.527080
chr17	15465945	15467945	-	TVP23C-CDRT4	127614	TVP23C_1	0	0	0.481547
chr17	15465945	15467945	-	TVP23C-CDRT4	127614	TVP23C-CDRT4_1	0	0	0.481547
chr17	15465945	15467945	-	TVP23C-CDRT4	127614	TVP23C_2	0	0	0.481547
chr17	15465945	15467945	-	TVP23C	61368	TVP23C_1	0	0	0.505426
chr17	15465945	15467945	-	TVP23C	61368	TVP23C-CDRT4_1	0	0	0.505426
chr17	15465945	15467945	-	TVP23C	61368	TVP23C_2	0	0	0.505426
chr17	15522018	15524018	-	CDRT1	31042	CDRT1_1	0	1	0.527655
chr17	15720056	15722056	-	LINC02087	11501	LINC02087_1	0	0	0.560039
chr17	15902006	15904006	-	ZSWIM7	23132	ZSWIM7_1	0	1	0.537248
chr17	16096953	16098953	-	NCOR1	164546	NCOR1_2	0	0	0.473257
chr17	16255812	16257812	-	CENPV	10965	CENPV_1	0	0	0.561595
chr17	16394505	16396505	-	LRRC75A	50187	LRRC75A_1	0	1	0.511986
chr17	16471526	16473526	-	ZNF287	22250	ZNF287_1	0	1	0.538516
chr17	16556167	16558167	-	ZNF624	33120	ZNF624_1	0	1	0.525541
chr17	16874402	16876402	-	TNFRSF13B	33005	TNFRSF13B_1	0	1	0.525655
chr17	17108646	17110646	-	PLD6	5338	PLD6_1	0	1	0.585074
chr17	17139502	17141502	-	FLCN	16018	FLCN_1	0	0	0.549234
chr17	17183617	17185617	-	COPS3	34680	COPS3_1	0	0	0.524040
chr17	17183617	17185617	-	COPS3	34680	COPS3_2	0	1	0.524040
chr17	17398709	17400709	-	RASD1	1957	RASD1_1	1	0	0.888467
chr17	17494017	17496017	-	PEMT	86141	PEMT_1	0	1	0.494366
chr17	17681843	17683843	-	SMCR5	2844	SMCR5_1	0	0	0.605610
chr17	17739325	17741325	-	SREBF1	25663	SREBF1_1	0	1	0.533861
chr17	17874784	17876784	-	TOM1L2	128963	TOM1L2_1	0	1	0.481204
chr17	17941480	17943480	-	ATPAF2	21147	ATPAF2_1	0	0	0.540174
chr17	18161230	18163230	-	FLII	14100	FLII_1	0	0	0.553394
chr17	18161230	18163230	-	FLII	14100	FLII_2	0	0	0.553394
chr17	18217406	18219406	-	TOP3A	43664	TOP3A_1	0	0	0.516527
chr17	18265877	18267877	-	SHMT1	35704	SHMT1_2	0	0	0.523091
chr17	18265877	18267877	-	SHMT1	35704	SHMT1_1	0	1	0.523091
chr17	18265877	18267877	-	SHMT1	35704	SHMT1_3	0	0	0.523091
chr17	18546740	18548740	-	TBC1D28	8899	TBC1D28_1	0	0	0.568404
chr17	18584572	18586572	-	ZNF286B	23831	ZNF286B_1	0	0	0.536277
chr17	18907060	18909060	-	FAM83G	33680	FAM83G_2	0	1	0.524994
chr17	18907060	18909060	-	FAM83G	33680	FAM83G_1	0	0	0.524994
chr17	18949336	18951336	-	GRAP	26347	GRAP_1	0	0	0.533003
chr17	19265051	19267051	-	B9D1	19682	B9D1_1	0	0	0.542515
chr17	19289532	19291532	-	MFAP4	3778	MFAP4_1	0	0	0.596348
chr17	19619043	19621043	-	SLC47A2	38416	SLC47A2_1	0	0	0.520703
chr17	19650746	19652746	-	ALDH3A1	10449	ALDH3A1_3	0	0	0.563167
chr17	19770239	19772239	-	ULK2	97097	ULK2_1	0	1	0.490461
chr17	19880169	19882169	-	AKAP10	73405	AKAP10_1	0	0	0.499584
chr17	20369848	20371848	-	LGALS9B	17673	LGALS9B_1	0	1	0.546027
chr17	20798453	20800453	-	CCDC144NL	32746	CCDC144NL_1	0	0	0.525912
chr17	20945352	20947352	-	USP22	43447	USP22_1	0	0	0.516689
chr17	21116908	21118908	-	TMEM11	16646	TMEM11_1	0	0	0.547980
chr17	21116908	21118908	-	TMEM11	16646	TMEM11_2	0	1	0.547980
chr17	21155578	21157578	-	NATD1	14395	NATD1_1	0	1	0.552718
chr17	21453941	21455941	-	C17orf51	23371	C17orf51_1	0	0	0.536912
chr17	26126555	26128555	-	NOS2	43764	NOS2_1	1	0	0.651356
chr17	26219409	26221409	-	LYRM9	15070	LYRM9_1	0	1	0.551224
chr17	26661515	26663515	-	IFT20	7165	IFT20_1	0	1	0.575473
chr17	26683612	26685612	-	POLDIP2	10959	DKFZP586F1524_1	0	0	0.561613
chr17	26696373	26698373	-	VTN	3075	VTN_1	0	1	0.603063
chr17	26732230	26734230	-	SLC46A1	11570	SLC46A1_1	1	1	0.904472
chr17	26878646	26880646	-	UNC119	5922	UNC119_1	0	0	0.581688
chr17	26878646	26880646	-	UNC119	5922	UNC119_2	0	1	0.581688
chr17	26897887	26899887	-	PIGS	18482	PIGS_1	0	0	0.544567
chr17	26902951	26904951	-	ALDOC	3819	ALDOC_1	0	1	0.595996
chr17	26925056	26927056	-	SPAG5	21474	SPAG5_1	0	0	0.539673
chr17	26940211	26942211	-	SGK494	6230	SGK494_1	1	0	0.800108
chr17	26971177	26973177	-	KIAA0100	30720	KIAA0100_1	0	0	0.527995
chr17	26988190	26990190	-	SDF2	13817	SDF2_1	0	0	0.554055
chr17	27037925	27039925	-	PROCA1	8711	PROCA1_1	0	0	0.569101
chr17	27044286	27046286	-	RAB34	3988	RAB34_3	0	1	0.594583
chr17	27044286	27046286	-	RAB34	3988	RAB34_2	0	0	0.594583
chr17	27044286	27046286	-	RAB34	3988	RAB34_1	0	1	0.594583
chr17	27044286	27046286	-	RAB34	3988	RAB34_5	0	1	0.594583
chr17	27044286	27046286	-	RAB34	3988	RAB34_4	0	1	0.594583
chr17	27052230	27054230	-	TLCD1	1865	TLCD1_1	0	0	0.619372
chr17	27052230	27054230	-	TLCD1	1865	TLCD1_2	0	0	0.619372
