chr	start	end	length	read_count	class	promoter_gene	genic_gene	name
chr22	40349841	40350341	500	45	genic		GRAP2	chr22:40349841-40350341
chr22	40354785	40355285	500	236	genic		GRAP2	chr22:40354785-40355285
chr22	40355485	40355985	500	103	genic		GRAP2	chr22:40355485-40355985
chr22	40357352	40357852	500	582	genic		GRAP2	chr22:40357352-40357852
chr22	40361645	40362145	500	391	genic		GRAP2	chr22:40361645-40362145
chr22	40363477	40363977	500	88	genic		GRAP2	chr22:40363477-40363977
chr22	40379971	40380471	500	97	intergenic			chr22:40379971-40380471
chr22	40384366	40384866	500	74	intergenic			chr22:40384366-40384866
chr22	40386764	40387264	500	30	intergenic			chr22:40386764-40387264
chr22	40389891	40390391	500	82	promoter	FAM83F		chr22:40389891-40390391
chr22	40395287	40395787	500	661	genic		FAM83F	chr22:40395287-40395787
chr22	40398155	40398655	500	87	genic		FAM83F	chr22:40398155-40398655
chr22	40405484	40405984	500	30	genic		FAM83F	chr22:40405484-40405984
chr22	40410618	40411118	500	26	genic		FAM83F	chr22:40410618-40411118
chr22	40411499	40411999	500	44	genic		FAM83F	chr22:40411499-40411999
chr22	40420666	40421166	500	87	genic		FAM83F	chr22:40420666-40421166
chr22	40424361	40424861	500	28	genic		FAM83F	chr22:40424361-40424861
chr22	40432664	40433164	500	74	intergenic			chr22:40432664-40433164
chr22	40436832	40437332	500	362	intergenic			chr22:40436832-40437332
chr22	40440339	40440839	500	788	intergenic			chr22:40440339-40440839
chr22	40447201	40447701	500	153	intergenic			chr22:40447201-40447701
chr22	40451459	40451959	500	216	intergenic			chr22:40451459-40451959
chr22	40453602	40454102	500	47	intergenic			chr22:40453602-40454102
chr22	40454226	40454726	500	57	intergenic			chr22:40454226-40454726
chr22	40466407	40467611	1204	50	intergenic			chr22:40466407-40467611
chr22	40472895	40473395	500	87	intergenic			chr22:40472895-40473395
chr22	40476409	40476909	500	40	intergenic			chr22:40476409-40476909
chr22	40477548	40478048	500	90	intergenic			chr22:40477548-40478048
chr22	40480349	40480849	500	56	intergenic			chr22:40480349-40480849
chr22	40487908	40488408	500	35	intergenic			chr22:40487908-40488408
chr22	40519251	40519751	500	31	intergenic			chr22:40519251-40519751
chr22	40551968	40552468	500	401	intergenic			chr22:40551968-40552468
chr22	40561522	40562022	500	67	intergenic			chr22:40561522-40562022
chr22	40572912	40573412	500	313	promoter	TNRC6B		chr22:40572912-40573412
chr22	40573628	40574128	500	516	promoter	TNRC6B	TNRC6B	chr22:40573628-40574128
chr22	40578831	40579331	500	49	genic		TNRC6B	chr22:40578831-40579331
chr22	40581836	40582336	500	74	genic		TNRC6B	chr22:40581836-40582336
chr22	40583338	40583838	500	86	genic		TNRC6B	chr22:40583338-40583838
chr22	40586384	40586884	500	273	genic		TNRC6B	chr22:40586384-40586884
chr22	40589520	40590020	500	37	genic		TNRC6B	chr22:40589520-40590020
chr22	40592547	40593047	500	52	genic		TNRC6B	chr22:40592547-40593047
chr22	40598440	40598940	500	255	genic		TNRC6B	chr22:40598440-40598940
chr22	40606713	40607213	500	22	genic		TNRC6B	chr22:40606713-40607213
chr22	40636074	40636574	500	176	genic		TNRC6B	chr22:40636074-40636574
chr22	40646777	40647277	500	20	genic		TNRC6B	chr22:40646777-40647277
chr22	40652008	40652508	500	57	genic		TNRC6B	chr22:40652008-40652508
chr22	40659129	40659629	500	100	genic		TNRC6B	chr22:40659129-40659629
chr22	40673370	40673870	500	27	genic		TNRC6B	chr22:40673370-40673870
chr22	40683698	40684198	500	28	genic		TNRC6B	chr22:40683698-40684198
chr22	40715741	40716241	500	41	genic		TNRC6B	chr22:40715741-40716241
chr22	40716721	40717221	500	29	genic		TNRC6B	chr22:40716721-40717221
chr22	40718064	40718564	500	233	genic		TNRC6B	chr22:40718064-40718564
chr22	40725063	40725563	500	526	genic		TNRC6B	chr22:40725063-40725563
chr22	40728789	40729289	500	49	genic		TNRC6B	chr22:40728789-40729289
chr22	40736137	40736637	500	24	intergenic			chr22:40736137-40736637
chr22	40738362	40738862	500	39	intergenic			chr22:40738362-40738862
chr22	40742304	40742804	500	146	promoter	ADSL	ADSL	chr22:40742304-40742804
chr22	40743911	40744411	500	67	genic		ADSL	chr22:40743911-40744411
chr22	40766361	40766861	500	187	promoter	SGSM3	SGSM3	chr22:40766361-40766861
chr22	40767314	40767814	500	43	promoter	SGSM3	SGSM3	chr22:40767314-40767814
chr22	40768776	40769276	500	29	genic		SGSM3	chr22:40768776-40769276
chr22	40775182	40775682	500	32	genic		SGSM3	chr22:40775182-40775682
chr22	40779842	40780342	500	195	genic		SGSM3	chr22:40779842-40780342
chr22	40781458	40781958	500	51	genic		SGSM3	chr22:40781458-40781958
chr22	40784081	40784581	500	106	genic		SGSM3	chr22:40784081-40784581
chr22	40795201	40795701	500	37	genic		SGSM3	chr22:40795201-40795701
chr22	40795995	40796495	500	43	genic		SGSM3	chr22:40795995-40796495
chr22	40832620	40833120	500	506	genic		MKL1	chr22:40832620-40833120
chr22	40854326	40854826	500	15	genic		MKL1	chr22:40854326-40854826
chr22	40859218	40859718	500	135	genic		MKL1	chr22:40859218-40859718
chr22	40860659	40861159	500	86	genic		MKL1	chr22:40860659-40861159
chr22	40865044	40865544	500	133	genic		MKL1	chr22:40865044-40865544
chr22	40872220	40872720	500	61	genic		MKL1	chr22:40872220-40872720
chr22	40873946	40874446	500	40	genic		MKL1	chr22:40873946-40874446
chr22	40877850	40878350	500	20	genic		MKL1	chr22:40877850-40878350
chr22	40883511	40884011	500	24	genic		MKL1	chr22:40883511-40884011
chr22	40888207	40888707	500	18	genic		MKL1	chr22:40888207-40888707
chr22	40895157	40895657	500	209	genic		MKL1	chr22:40895157-40895657
chr22	40905476	40905976	500	21	genic		MKL1	chr22:40905476-40905976
chr22	40906675	40907175	500	17	genic		MKL1	chr22:40906675-40907175
chr22	40921280	40921780	500	41	genic		LOC101927257,MKL1	chr22:40921280-40921780
chr22	40923871	40924371	500	137	genic		MKL1	chr22:40923871-40924371
chr22	40929625	40930614	989	141	genic		MKL1	chr22:40929625-40930614
chr22	40930784	40931284	500	46	genic		MKL1	chr22:40930784-40931284
chr22	40948017	40948517	500	380	genic		MKL1	chr22:40948017-40948517
chr22	40956485	40956985	500	213	genic		MKL1	chr22:40956485-40956985
chr22	40963872	40964372	500	48	genic		MKL1	chr22:40963872-40964372
chr22	40989837	40990337	500	126	genic		MKL1	chr22:40989837-40990337
chr22	40999262	40999762	500	21	genic		MKL1	chr22:40999262-40999762
chr22	41006237	41006737	500	81	genic		MKL1	chr22:41006237-41006737
chr22	41008076	41008576	500	100	genic		MKL1	chr22:41008076-41008576
chr22	41009171	41009671	500	24	genic		MKL1	chr22:41009171-41009671
chr22	41016452	41016952	500	117	genic		MKL1	chr22:41016452-41016952
chr22	41017683	41018183	500	169	genic		MKL1	chr22:41017683-41018183
chr22	41022263	41022763	500	43	genic		MKL1	chr22:41022263-41022763
chr22	41024553	41025053	500	109	genic		MKL1	chr22:41024553-41025053
chr22	41030352	41030852	500	63	genic		MKL1	chr22:41030352-41030852
chr22	41032625	41033125	500	866	promoter	MKL1	MKL1	chr22:41032625-41033125
chr22	41037206	41037706	500	155	intergenic			chr22:41037206-41037706
chr22	41040658	41041158	500	129	intergenic			chr22:41040658-41041158
chr22	41042210	41042710	500	163	intergenic			chr22:41042210-41042710
chr22	41047723	41048223	500	688	intergenic			chr22:41047723-41048223
chr22	41050526	41051026	500	108	intergenic			chr22:41050526-41051026
chr22	41062336	41062836	500	44	intergenic			chr22:41062336-41062836
chr22	41064024	41064524	500	56	intergenic			chr22:41064024-41064524
chr22	41064889	41065389	500	105	intergenic			chr22:41064889-41065389
chr22	41068660	41069160	500	45	intergenic			chr22:41068660-41069160
chr22	41078954	41079454	500	196	intergenic			chr22:41078954-41079454
chr22	41105717	41106217	500	112	intergenic			chr22:41105717-41106217
chr22	41107507	41108007	500	378	intergenic			chr22:41107507-41108007
chr22	41117199	41117699	500	32	intergenic			chr22:41117199-41117699
chr22	41122485	41122985	500	23	intergenic			chr22:41122485-41122985
chr22	41124785	41125285	500	84	intergenic			chr22:41124785-41125285
chr22	41139706	41140206	500	45	intergenic			chr22:41139706-41140206
chr22	41160761	41161261	500	18	intergenic			chr22:41160761-41161261
chr22	41194935	41195435	500	22	genic		SLC25A17	chr22:41194935-41195435
chr22	41196246	41196746	500	33	genic		SLC25A17	chr22:41196246-41196746
chr22	41209928	41210428	500	470	genic		SLC25A17	chr22:41209928-41210428
chr22	41213001	41213501	500	76	genic		SLC25A17	chr22:41213001-41213501
chr22	41215256	41216212	956	194	promoter	SLC25A17	SLC25A17	chr22:41215256-41216212
chr22	41251664	41252164	500	60	promoter	ST13,XPNPEP3	ST13	chr22:41251664-41252164
chr22	41252606	41253106	500	406	promoter	ST13,XPNPEP3	ST13,XPNPEP3	chr22:41252606-41253106
chr22	41272395	41272895	500	12	genic		XPNPEP3	chr22:41272395-41272895
chr22	41295094	41295594	500	74	genic		XPNPEP3	chr22:41295094-41295594
chr22	41298814	41299314	500	63	genic		XPNPEP3	chr22:41298814-41299314
chr22	41318699	41319199	500	38	genic		XPNPEP3	chr22:41318699-41319199
chr22	41324571	41325071	500	137	genic		XPNPEP3	chr22:41324571-41325071
chr22	41337674	41338534	860	32	intergenic			chr22:41337674-41338534
chr22	41347372	41347872	500	511	promoter	RBX1	RBX1	chr22:41347372-41347872
chr22	41360469	41360969	500	32	genic		RBX1	chr22:41360469-41360969
chr22	41361844	41362344	500	119	genic		RBX1	chr22:41361844-41362344
chr22	41362693	41363193	500	67	genic		RBX1	chr22:41362693-41363193
chr22	41372944	41373444	500	30	intergenic			chr22:41372944-41373444
chr22	41417824	41418324	500	60	intergenic			chr22:41417824-41418324
chr22	41418532	41419032	500	83	intergenic			chr22:41418532-41419032
chr22	41444698	41445198	500	75	intergenic			chr22:41444698-41445198
chr22	41445506	41446006	500	13	intergenic			chr22:41445506-41446006
chr22	41487330	41487830	500	520	promoter	EP300		chr22:41487330-41487830
chr22	41488306	41488806	500	65	promoter	EP300	EP300	chr22:41488306-41488806
chr22	41490045	41490545	500	50	genic		EP300	chr22:41490045-41490545
chr22	41583106	41583606	500	277	genic		EP300-AS1	chr22:41583106-41583606
chr22	41592706	41593206	500	32	promoter	EP300-AS1	EP300-AS1	chr22:41592706-41593206
chr22	41593431	41593931	500	49	promoter	EP300-AS1	EP300-AS1	chr22:41593431-41593931
chr22	41600986	41601486	500	378	promoter	L3MBTL2	L3MBTL2	chr22:41600986-41601486
chr22	41611568	41612068	500	10	genic		L3MBTL2	chr22:41611568-41612068
chr22	41613741	41614241	500	23	genic		L3MBTL2	chr22:41613741-41614241
chr22	41681398	41681898	500	92	promoter	RANGAP1	RANGAP1	chr22:41681398-41681898
chr22	41682153	41682653	500	777	promoter	RANGAP1	RANGAP1	chr22:41682153-41682653
chr22	41684217	41684717	500	50	intergenic			chr22:41684217-41684717
chr22	41697312	41697812	500	58	promoter	ZC3H7B	ZC3H7B	chr22:41697312-41697812
chr22	41699149	41699649	500	86	genic		ZC3H7B	chr22:41699149-41699649
chr22	41700341	41700841	500	123	genic		ZC3H7B	chr22:41700341-41700841
chr22	41703820	41704320	500	60	genic		ZC3H7B	chr22:41703820-41704320
chr22	41704490	41704990	500	42	genic		ZC3H7B	chr22:41704490-41704990
chr22	41707436	41707936	500	135	genic		ZC3H7B	chr22:41707436-41707936
chr22	41746037	41746537	500	63	genic		ZC3H7B	chr22:41746037-41746537
chr22	41750048	41750548	500	33	genic		ZC3H7B	chr22:41750048-41750548
chr22	41763060	41763560	500	409	intergenic			chr22:41763060-41763560
chr22	41776343	41776843	500	132	intergenic			chr22:41776343-41776843
chr22	41776971	41777962	991	790	promoter	TEF	TEF	chr22:41776971-41777962
chr22	41799687	41800187	500	85	intergenic			chr22:41799687-41800187
chr22	41809626	41810126	500	96	intergenic			chr22:41809626-41810126
chr22	41840278	41840778	500	598	genic		TOB2	chr22:41840278-41840778
chr22	41842632	41843132	500	195	promoter	TOB2	TOB2	chr22:41842632-41843132
chr22	41844298	41844798	500	763	intergenic			chr22:41844298-41844798
chr22	41864622	41865122	500	738	promoter	PHF5A,ACO2	PHF5A	chr22:41864622-41865122
chr22	41865305	41865805	500	54	promoter	PHF5A,ACO2	ACO2	chr22:41865305-41865805
chr22	41878271	41878771	500	64	genic		ACO2	chr22:41878271-41878771
chr22	41883112	41883612	500	35	genic		ACO2	chr22:41883112-41883612
chr22	41901666	41902166	500	34	genic		ACO2	chr22:41901666-41902166
chr22	41908695	41909195	500	95	genic		ACO2	chr22:41908695-41909195
chr22	41913680	41914180	500	25	genic		ACO2	chr22:41913680-41914180
chr22	41919586	41920086	500	440	genic		ACO2	chr22:41919586-41920086
chr22	41922567	41923067	500	37	genic		POLR3H,ACO2	chr22:41922567-41923067
chr22	41929250	41929750	500	26	genic		POLR3H	chr22:41929250-41929750
chr22	41931192	41931692	500	35	genic		POLR3H	chr22:41931192-41931692
chr22	41935848	41936348	500	326	genic		POLR3H	chr22:41935848-41936348
chr22	41940368	41940868	500	537	promoter	POLR3H	POLR3H	chr22:41940368-41940868
chr22	41949774	41950274	500	53	genic		LOC105373044	chr22:41949774-41950274
chr22	41951317	41951817	500	21	genic		LOC105373044	chr22:41951317-41951817
chr22	41959135	41959635	500	141	genic		CSDC2	chr22:41959135-41959635
chr22	41961482	41961982	500	350	genic		CSDC2	chr22:41961482-41961982
chr22	41969366	41969866	500	25	genic		CSDC2	chr22:41969366-41969866
chr22	41969919	41970419	500	20	genic		CSDC2	chr22:41969919-41970419
chr22	41972856	41973356	500	45	genic		PMM1	chr22:41972856-41973356
chr22	41985800	41986300	500	851	promoter	PMM1	PMM1	chr22:41985800-41986300
chr22	41993874	41994374	500	72	genic		DESI1	chr22:41993874-41994374
chr22	41999790	42000290	500	440	genic		DESI1	chr22:41999790-42000290
chr22	42016953	42017453	500	743	promoter	XRCC6,DESI1	XRCC6,DESI1	chr22:42016953-42017453
chr22	42052539	42053039	500	25	genic		XRCC6	chr22:42052539-42053039
chr22	42062654	42063154	500	169	intergenic			chr22:42062654-42063154
chr22	42063298	42063798	500	88	intergenic			chr22:42063298-42063798
chr22	42078266	42078766	500	344	genic		SNU13	chr22:42078266-42078766
chr22	42083690	42084190	500	22	promoter	SNU13	SNU13	chr22:42083690-42084190
chr22	42084705	42085205	500	148	promoter	SNU13	SNU13	chr22:42084705-42085205
chr22	42093106	42093606	500	104	genic		C22orf46	chr22:42093106-42093606
chr22	42109000	42109500	500	36	genic		MEI1	chr22:42109000-42109500
chr22	42121434	42121934	500	330	genic		MEI1	chr22:42121434-42121934
chr22	42132412	42132912	500	60	genic		MEI1	chr22:42132412-42132912
chr22	42142513	42143013	500	99	genic		MEI1	chr22:42142513-42143013
chr22	42154215	42154715	500	41	genic		MEI1	chr22:42154215-42154715
chr22	42159010	42159510	500	54	genic		MEI1	chr22:42159010-42159510
chr22	42177126	42177626	500	118	genic		MEI1	chr22:42177126-42177626
chr22	42196333	42196833	500	148	promoter	CCDC134	CCDC134	chr22:42196333-42196833
chr22	42197183	42197683	500	26	promoter	CCDC134	CCDC134	chr22:42197183-42197683
chr22	42204360	42204860	500	169	genic		CCDC134	chr22:42204360-42204860
chr22	42218008	42218508	500	28	genic		CCDC134	chr22:42218008-42218508
chr22	42218721	42219221	500	64	genic		CCDC134	chr22:42218721-42219221
chr22	42221281	42221781	500	78	genic		CCDC134	chr22:42221281-42221781
chr22	42228621	42229121	500	1026	promoter	SREBF2	SREBF2	chr22:42228621-42229121
chr22	42234080	42234580	500	33	genic		SREBF2	chr22:42234080-42234580
chr22	42235118	42235618	500	24	genic		SREBF2	chr22:42235118-42235618
chr22	42240486	42240986	500	32	genic		SREBF2	chr22:42240486-42240986
chr22	42241891	42242391	500	361	genic		SREBF2	chr22:42241891-42242391
chr22	42244346	42244846	500	49	genic		SREBF2	chr22:42244346-42244846
chr22	42253525	42254025	500	150	genic		SREBF2	chr22:42253525-42254025
chr22	42257969	42258469	500	36	genic		SREBF2	chr22:42257969-42258469
chr22	42281699	42282199	500	22	genic		SREBF2	chr22:42281699-42282199
chr22	42304389	42305243	854	27	intergenic			chr22:42304389-42305243
chr22	42311758	42312258	500	28	intergenic			chr22:42311758-42312258
chr22	42313977	42314477	500	27	intergenic			chr22:42313977-42314477
chr22	42315250	42316040	790	45	intergenic			chr22:42315250-42316040
chr22	42321968	42322468	500	41	promoter	TNFRSF13C	TNFRSF13C	chr22:42321968-42322468
chr22	42323773	42324273	500	53	promoter	TNFRSF13C		chr22:42323773-42324273
chr22	42326367	42326867	500	44	intergenic			chr22:42326367-42326867
chr22	42335937	42336437	500	35	genic		CENPM	chr22:42335937-42336437
chr22	42336789	42337706	917	67	genic		CENPM	chr22:42336789-42337706
chr22	42342719	42343219	500	417	promoter	CENPM	CENPM	chr22:42342719-42343219
chr22	42343692	42344192	500	39	promoter	CENPM		chr22:42343692-42344192
chr22	42346922	42347422	500	48	promoter	LINC00634		chr22:42346922-42347422
chr22	42353534	42354034	500	71	genic		LINC00634	chr22:42353534-42354034
chr22	42355828	42356811	983	170	intergenic			chr22:42355828-42356811
chr22	42362629	42363129	500	66	intergenic			chr22:42362629-42363129
chr22	42378989	42379489	500	20	genic		SEPT3	chr22:42378989-42379489
chr22	42396957	42397457	500	21	genic		WBP2NL	chr22:42396957-42397457
chr22	42417669	42418169	500	11	genic		WBP2NL	chr22:42417669-42418169
chr22	42418358	42418858	500	26	genic		WBP2NL	chr22:42418358-42418858
chr22	42465749	42466249	500	64	promoter	NAGA	NAGA	chr22:42465749-42466249
chr22	42466581	42467081	500	842	promoter	NAGA	NAGA	chr22:42466581-42467081
chr22	42475538	42476250	712	612	promoter	SMDT1	SMDT1	chr22:42475538-42476250
chr22	42485931	42486431	500	86	promoter	NDUFA6-AS1,NDUFA6	NDUFA6	chr22:42485931-42486431
chr22	42486659	42487159	500	878	promoter	NDUFA6-AS1,NDUFA6	NDUFA6-AS1,NDUFA6	chr22:42486659-42487159
chr22	42500408	42500908	500	17	genic		NDUFA6-AS1	chr22:42500408-42500908
chr22	42511467	42511967	500	51	genic		NDUFA6-AS1	chr22:42511467-42511967
chr22	42514260	42514760	500	23	genic		NDUFA6-AS1	chr22:42514260-42514760
chr22	42516431	42516931	500	86	genic		NDUFA6-AS1	chr22:42516431-42516931
chr22	42564898	42565398	500	72	genic		TCF20	chr22:42564898-42565398
chr22	42576289	42576789	500	271	genic		TCF20	chr22:42576289-42576789
chr22	42580789	42581289	500	42	genic		TCF20	chr22:42580789-42581289
chr22	42584875	42585375	500	29	genic		TCF20	chr22:42584875-42585375
chr22	42607240	42607740	500	33	genic		TCF20	chr22:42607240-42607740
chr22	42612892	42613867	975	24	genic		TCF20	chr22:42612892-42613867
chr22	42627868	42628368	500	29	genic		TCF20	chr22:42627868-42628368
chr22	42658955	42659455	500	50	genic		TCF20	chr22:42658955-42659455
chr22	42664760	42665260	500	61	promoter	OGFRP1	TCF20	chr22:42664760-42665260
chr22	42665382	42665882	500	38	promoter	OGFRP1	TCF20,OGFRP1	chr22:42665382-42665882
chr22	42666483	42666983	500	28	promoter	OGFRP1	TCF20,OGFRP1	chr22:42666483-42666983
chr22	42695794	42696294	500	49	intergenic			chr22:42695794-42696294
chr22	42696694	42697194	500	50	intergenic			chr22:42696694-42697194
chr22	42709864	42710364	500	44	intergenic			chr22:42709864-42710364
chr22	42712948	42713448	500	33	intergenic			chr22:42712948-42713448
chr22	42765178	42765678	500	200	promoter	LINC01315	LINC01315	chr22:42765178-42765678
chr22	42771881	42772381	500	26	intergenic			chr22:42771881-42772381
chr22	42772674	42773174	500	29	intergenic			chr22:42772674-42773174
chr22	42795577	42796077	500	154	genic		NFAM1	chr22:42795577-42796077
chr22	42808705	42809205	500	60	genic		NFAM1	chr22:42808705-42809205
chr22	42810583	42811083	500	44	genic		NFAM1	chr22:42810583-42811083
chr22	42814848	42815348	500	22	genic		NFAM1	chr22:42814848-42815348
chr22	42820320	42820820	500	54	genic		NFAM1	chr22:42820320-42820820
chr22	42821966	42822466	500	51	genic		NFAM1	chr22:42821966-42822466
chr22	42833408	42833908	500	53	intergenic			chr22:42833408-42833908
chr22	42840035	42840997	962	470	intergenic			chr22:42840035-42840997
chr22	42855577	42856077	500	28	intergenic			chr22:42855577-42856077
chr22	42858060	42858560	500	297	intergenic			chr22:42858060-42858560
chr22	42864865	42865365	500	22	intergenic			chr22:42864865-42865365
chr22	42869380	42869880	500	50	intergenic			chr22:42869380-42869880
chr22	42894596	42895096	500	223	intergenic			chr22:42894596-42895096
chr22	42896357	42896857	500	142	promoter	SERHL	SERHL	chr22:42896357-42896857
chr22	42907183	42907683	500	15	genic		SERHL,RRP7A	chr22:42907183-42907683
chr22	42908148	42908648	500	22	genic		SERHL,RRP7A	chr22:42908148-42908648
chr22	42915750	42916250	500	84	promoter	RRP7A	RRP7A	chr22:42915750-42916250
chr22	42916620	42917120	500	20	promoter	RRP7A		chr22:42916620-42917120
chr22	42927491	42927991	500	107	intergenic			chr22:42927491-42927991
chr22	42928782	42929707	925	99	intergenic			chr22:42928782-42929707
chr22	42933299	42933799	500	36	intergenic			chr22:42933299-42933799
chr22	42935341	42935841	500	47	intergenic			chr22:42935341-42935841
chr22	42937464	42937964	500	26	intergenic			chr22:42937464-42937964
chr22	42940635	42941135	500	168	intergenic			chr22:42940635-42941135
chr22	42947171	42947671	500	33	intergenic			chr22:42947171-42947671
chr22	42947888	42948388	500	36	intergenic			chr22:42947888-42948388
chr22	42949608	42950108	500	316	promoter	SERHL2	SERHL2	chr22:42949608-42950108
chr22	42958408	42958908	500	66	genic		SERHL2	chr22:42958408-42958908
chr22	42977856	42978356	500	52	promoter	RRP7BP	RRP7BP	chr22:42977856-42978356
chr22	43011214	43011714	500	859	promoter	POLDIP3		chr22:43011214-43011714
chr22	43016539	43017039	500	159	genic		CYB5R3	chr22:43016539-43017039
chr22	43017516	43018016	500	55	genic		CYB5R3	chr22:43017516-43018016
chr22	43038729	43039229	500	112	genic		CYB5R3	chr22:43038729-43039229
chr22	43042831	43043331	500	127	promoter	CYB5R3	CYB5R3	chr22:43042831-43043331
chr22	43044458	43044958	500	44	intergenic			chr22:43044458-43044958
chr22	43045276	43045776	500	44	intergenic			chr22:43045276-43045776
chr22	43052466	43052966	500	45	intergenic			chr22:43052466-43052966
chr22	43057997	43058497	500	69	intergenic			chr22:43057997-43058497
chr22	43076529	43077029	500	36	intergenic			chr22:43076529-43077029
chr22	43084299	43084799	500	89	intergenic			chr22:43084299-43084799
chr22	43094561	43095061	500	16	genic		A4GALT	chr22:43094561-43095061
chr22	43110983	43111483	500	33	genic		A4GALT	chr22:43110983-43111483
chr22	43113251	43113751	500	96	genic		A4GALT	chr22:43113251-43113751
chr22	43118987	43119487	500	93	intergenic			chr22:43118987-43119487
chr22	43130244	43130744	500	22	intergenic			chr22:43130244-43130744
chr22	43136443	43136943	500	24	intergenic			chr22:43136443-43136943
chr22	43150643	43151143	500	415	intergenic			chr22:43150643-43151143
chr22	43165894	43166394	500	62	intergenic			chr22:43165894-43166394
chr22	43176084	43176584	500	157	intergenic			chr22:43176084-43176584
chr22	43199493	43199993	500	21	genic		ARFGAP3	chr22:43199493-43199993
chr22	43216136	43216636	500	41	genic		ARFGAP3	chr22:43216136-43216636
chr22	43252172	43252672	500	26	promoter	ARFGAP3	ARFGAP3	chr22:43252172-43252672
chr22	43253062	43253562	500	224	promoter	ARFGAP3	ARFGAP3	chr22:43253062-43253562
chr22	43259239	43259739	500	23	intergenic			chr22:43259239-43259739
chr22	43263677	43264177	500	113	intergenic			chr22:43263677-43264177
chr22	43315169	43315669	500	37	genic		PACSIN2	chr22:43315169-43315669
chr22	43329473	43329973	500	70	genic		PACSIN2	chr22:43329473-43329973
chr22	43333384	43333884	500	67	genic		PACSIN2	chr22:43333384-43333884
chr22	43336161	43336661	500	30	genic		PACSIN2	chr22:43336161-43336661
chr22	43341543	43342043	500	62	genic		PACSIN2	chr22:43341543-43342043
chr22	43343109	43343609	500	24	promoter	PACSIN2		chr22:43343109-43343609
chr22	43344312	43344812	500	28	intergenic			chr22:43344312-43344812
chr22	43345116	43345616	500	24	intergenic			chr22:43345116-43345616
chr22	43355048	43355548	500	44	intergenic			chr22:43355048-43355548
chr22	43355673	43356173	500	267	intergenic			chr22:43355673-43356173
chr22	43358161	43358661	500	77	intergenic			chr22:43358161-43358661
chr22	43363969	43364469	500	49	intergenic			chr22:43363969-43364469
chr22	43366610	43367110	500	35	intergenic			chr22:43366610-43367110
chr22	43373478	43373978	500	22	intergenic			chr22:43373478-43373978
chr22	43378528	43379028	500	37	intergenic			chr22:43378528-43379028
chr22	43381532	43382032	500	36	intergenic			chr22:43381532-43382032
chr22	43386927	43387427	500	28	intergenic			chr22:43386927-43387427
chr22	43396452	43396952	500	86	intergenic			chr22:43396452-43396952
chr22	43398221	43398721	500	42	intergenic			chr22:43398221-43398721
chr22	43399718	43400218	500	77	intergenic			chr22:43399718-43400218
chr22	43403579	43404079	500	533	intergenic			chr22:43403579-43404079
chr22	43411057	43411557	500	347	intergenic			chr22:43411057-43411557
chr22	43429757	43430257	500	69	intergenic			chr22:43429757-43430257
chr22	43434282	43434782	500	67	promoter	LOC100506679	LOC100506679	chr22:43434282-43434782
chr22	43456199	43456699	500	27	genic		TTLL1	chr22:43456199-43456699
chr22	43463426	43463926	500	36	genic		TTLL1	chr22:43463426-43463926
chr22	43485186	43485686	500	120	promoter	TTLL1	TTLL1	chr22:43485186-43485686
chr22	43486103	43486603	500	241	promoter	TTLL1		chr22:43486103-43486603
chr22	43496203	43496703	500	71	intergenic			chr22:43496203-43496703
chr22	43497203	43497703	500	67	intergenic			chr22:43497203-43497703
chr22	43500016	43500516	500	163	intergenic			chr22:43500016-43500516
chr22	43514414	43514914	500	13	genic		BIK	chr22:43514414-43514914
chr22	43520820	43521320	500	44	genic		BIK	chr22:43520820-43521320
chr22	43539172	43539672	500	117	promoter	MCAT	MCAT	chr22:43539172-43539672
chr22	43559717	43560217	500	206	intergenic			chr22:43559717-43560217
chr22	43561372	43562251	879	77	intergenic			chr22:43561372-43562251
chr22	43563126	43563626	500	69	genic		TTLL12	chr22:43563126-43563626
chr22	43579536	43580036	500	401	genic		TTLL12	chr22:43579536-43580036
chr22	43583439	43583939	500	315	promoter	TTLL12		chr22:43583439-43583939
chr22	43592387	43593368	981	42	intergenic			chr22:43592387-43593368
chr22	43608995	43609495	500	22	promoter	LOC105373051	LOC105373051,SCUBE1	chr22:43608995-43609495
chr22	43614837	43615337	500	30	genic		SCUBE1	chr22:43614837-43615337
chr22	43615880	43616380	500	37	genic		SCUBE1	chr22:43615880-43616380
chr22	43618199	43618699	500	79	genic		SCUBE1	chr22:43618199-43618699
chr22	43624263	43624763	500	50	genic		SCUBE1	chr22:43624263-43624763
chr22	43627001	43627501	500	52	genic		SCUBE1	chr22:43627001-43627501
chr22	43659186	43659686	500	44	genic		SCUBE1	chr22:43659186-43659686
chr22	43659806	43660306	500	317	genic		SCUBE1	chr22:43659806-43660306
chr22	43669901	43670401	500	34	genic		SCUBE1	chr22:43669901-43670401
chr22	43671513	43672013	500	187	promoter	LOC101927447	LOC101927447,SCUBE1	chr22:43671513-43672013
chr22	43674221	43674721	500	24	genic		LOC101927447,SCUBE1	chr22:43674221-43674721
chr22	43689686	43690186	500	133	genic		SCUBE1	chr22:43689686-43690186
chr22	43722488	43722988	500	65	genic		SCUBE1	chr22:43722488-43722988
chr22	43741783	43742283	500	28	intergenic			chr22:43741783-43742283
chr22	43742303	43742803	500	20	intergenic			chr22:43742303-43742803
chr22	43755917	43756417	500	34	intergenic			chr22:43755917-43756417
