chr	start	end	gene_name	strand	gene_id	effective_length	expected_count	TPM
chr7	149717	155461	LOC100507642	+	ENSG00000240859.1_2	4760.130000	1.000000	0.000000
chr7	174919	176013	LOC105375115	+	ENSG00000239715.1_2	320.180000	0.000000	0.000000
chr7	419390	422845	LOC442497	+	ENSG00000249574.1_2	1898.130000	0.000000	0.000000
chr7	601594	605256	LOC101927000	+	ENSG00000229380.1_2	324.180000	0.000000	0.000000
chr7	642481	648139	LOC101926963	+	ENSG00000237181.1_2	483.140000	269.000000	7.530000
chr7	7294784	7317700	LOC101927354	+	ENSG00000230825.1_2	342.850000	0.000000	0.000000
chr7	8301854	8382911	LOC100505938	+	ENSG00000229970.3_3	1605.130000	210.700000	1.770000
chr7	9673899	9675447	PER4	+	ENSG00000271077.1_2	581.130000	0.000000	0.000000
chr7	12536054	12580761	LOC102725191	+	ENSG00000226690.7_3	846.130000	14.000000	0.220000
chr7	15707571	15721604	LOC105375166	+	ENSG00000237070.1_2	3495.130000	0.000000	0.000000
chr7	20257199	20261322	LOC100506098	+	ENSG00000233834.6_2	447.460000	99.000000	2.990000
chr7	20336330	20351335	LOC101927769	+	ENSG00000226097.5_2	582.520000	0.000000	0.000000
chr7	22602955	22613617	LOC100506178	+	ENSG00000232759.1_2	2184.130000	246.220000	1.520000
chr7	26443107	26535986	LOC441204	+	ENSG00000214870.8_2	384.900000	19.000000	0.670000
chr7	29019582	29052985	LOC100506497	+	ENSG00000272568.5_3	1587.160000	0.000000	0.000000
chr7	30409665	30412410	DKFZP586I1420	+	ENSG00000281593.1_3	418.150000	0.000000	0.000000
chr7	35734815	35739022	LOC101930085	+	ENSG00000271122.1_2	3952.130000	1152.000000	3.940000
chr7	35756046	35759322	LOC100506725	+	ENSG00000227544.8_3	933.130000	0.000000	0.000000
chr7	36134919	36140262	LOC101928618	+	ENSG00000261184.1_2	1021.130000	0.000000	0.000000
chr7	54827005	54872656	LOC100996654	+	ENSG00000234707.2_2	233.220000	0.000000	0.000000
chr7	56563915	56564977	DKFZp434L192	+	ENSG00000261275.1_2	3914.130000	0.000000	0.000000
chr7	62809447	62812152	LOC100287704	+	ENSG00000230000.2_2	1698.800000	0.000000	0.000000
chr7	66119505	66134589	LOC100996437	+	ENSG00000226824.6_3	224.930000	23.000000	1.380000
chr7	66369106	66371284	LOC644794	+	ENSG00000273142.1_2	3193.130000	898.000000	3.800000
chr7	67485239	67497677	LOC102723427	+	ENSG00000225209.1_2	262.200000	0.000000	0.000000
chr7	73097897	73112551	BUD23	+	ENSG00000071462.11_3	906.480000	13812.000000	205.960000
chr7	76178657	76257299	LOC100133091	+	ENSG00000205485.13_2	1442.140000	1107.370000	10.380000
chr7	81638492	81659271	LOC101927356	+	ENSG00000223770.5_2	1547.630000	0.000000	0.000000
chr7	84161791	84204159	LOC101927378	+	ENSG00000235139.2_2	3856.130000	7.000000	0.020000
chr7	87845974	87848539	LOC102723885	+	ENSG00000254003.1_2	328.180000	0.000000	0.000000
chr7	92465796	92546501	LOC101927497	+	ENSG00000237819.5_2	184.250000	3.000000	0.220000
chr7	93520205	93522897	LOC105375401	+	ENSG00000234695.1_3	279.200000	0.000000	0.000000
chr7	98610787	98634102	LOC101927550	+	ENSG00000242687.2_3	2489.100000	143.000000	0.780000
chr7	99195688	99208668	TMEM225B	+	ENSG00000244219.6_3	793.130000	28.000000	0.480000
chr7	102004265	102021196	LOC100289561	+	ENSG00000239969.5_2	330.490000	282.290000	11.550000
chr7	103085653	103154454	LOC101927870	+	ENSG00000234715.1_2	2477.130000	0.000000	0.000000
chr7	112262435	112348122	LOC101928012	+	ENSG00000223646.1_2	940.130000	0.000000	0.000000
chr7	123634675	123667700	LOC105375483	+	ENSG00000241345.1_2	915.150000	0.000000	0.000000
chr7	124824622	125019375	LOC101928283	+	ENSG00000237764.2_3	1205.130000	0.000000	0.000000
chr7	126855180	126869975	LOC101928333	+	ENSG00000236340.5_2	1664.130000	13.000000	0.110000
chr7	127116936	127125858	LOC100506682	+	ENSG00000226770.1_2	709.130000	0.000000	0.000000
chr7	128506401	128512102	LOC100130705	+	ENSG00000272899.3_3	3654.130000	208.000000	0.770000
chr7	131594978	131633712	LOC101928782	+	ENSG00000224865.7_2	646.150000	0.000000	0.000000
chr7	132443729	132445392	LOC100506937	+	ENSG00000225881.1_2	503.140000	0.000000	0.000000
chr7	137638093	137642712	LOC100130880	+	ENSG00000237243.1_2	329.180000	0.000000	0.000000
chr7	147626684	148043927	MIR548T	+	ENSG00000174469.19_3	9648.130000	22.000000	0.030000
chr7	148982371	148994403	LOC155060	+	ENSG00000244560.6_2	859.660000	343.050000	5.390000
chr7	157258924	157292410	LOC101927914	+	ENSG00000234210.1_2	3801.130000	0.000000	0.000000
chr7	157647276	157658782	LOC100506585	+	ENSG00000233038.5_2	1382.160000	0.000000	0.000000
chr7	144444	149438	LOC102723672	-	ENSG00000242474.2_2	415.620000	35.000000	1.140000
chr7	3180564	3198206	LOC100129603	-	ENSG00000217455.8_2	351.750000	0.000000	0.000000
chr7	17503068	17598533	LOC101927630	-	ENSG00000236039.2_3	472.460000	0.000000	0.000000
chr7	19958603	20180049	LOC101927668	-	ENSG00000243004.5_3	503.020000	7.000000	0.190000
chr7	20367923	20371385	LOC101927811	-	ENSG00000271133.5_2	453.650000	0.000000	0.000000
chr7	22689578	22705152	LOC401312	-	ENSG00000238033.1_3	2344.130000	533.000000	3.070000
chr7	22765013	22767239	LOC541472	-	ENSG00000179428.2_2	1116.130000	17.510000	0.210000
chr7	26411638	26416321	LOC105375304	-	ENSG00000225792.1_2	311.690000	0.000000	0.000000
chr7	29238655	29248586	LOC102724484	-	ENSG00000235669.1_2	550.130000	0.000000	0.000000
chr7	30587972	30617395	LOC401320	-	ENSG00000196295.11_3	1250.200000	1766.450000	19.100000
chr7	43548326	43562141	LOC100506895	-	ENSG00000231638.1_2	2668.130000	3.000000	0.020000
chr7	46727476	46736720	LOC730338	-	ENSG00000233539.5_2	972.130000	0.000000	0.000000
chr7	56491396	56516068	LOC650226	-	ENSG00000237268.2_2	1373.130000	11.000000	0.110000
chr7	56549797	56551012	LOC100240728	-	ENSG00000225488.1_2	425.150000	0.000000	0.000000
chr7	56601922	56605823	LOC101928401	-	ENSG00000233288.1_2	2493.130000	0.000000	0.000000
chr7	56876816	56880429	LOC401357	-	ENSG00000279072.1_2	4314.990000	0.000000	0.000000
chr7	56943077	56949839	LOC100130849	-	ENSG00000233437.1_2	159.510000	0.000000	0.000000
chr7	57288875	57289881	LOC105375297	-	ENSG00000234089.1_2	237.730000	0.000000	0.000000
chr7	62807179	62810444	LOC102724738	-	ENSG00000226587.1_3	269.200000	0.000000	0.000000
chr7	65111923	65235797	LOC441242	-	ENSG00000272693.3_2	1184.630000	0.000000	0.000000
chr7	66018454	66057394	GS1-124K5.11	-	ENSG00000229180.6_2	1204.280000	3265.960000	36.660000
chr7	69061123	69062481	LOC100507468	-	ENSG00000234215.2_2	443.150000	0.000000	0.000000
chr7	74103270	74143256	LOC101926943	-	ENSG00000232729.7_2	855.310000	26.000000	0.410000
chr7	80000832	80003755	LOC101927269	-	ENSG00000232667.10_3	393.070000	0.000000	0.000000
chr7	81145062	81191135	LOC105369146	-	ENSG00000233491.7_3	2575.930000	0.000000	0.000000
chr7	81205701	81320722	LOC100128317	-	ENSG00000233491.7_3	2575.930000	0.000000	0.000000
chr7	86780738	86781633	LOC101927420	-	ENSG00000224046.1_2	521.140000	133.000000	3.450000
chr7	100171657	100172356	ZASP	-	ENSG00000274272.1_3	4153.130000	1955.850000	6.370000
chr7	100657600	100660889	LOC102724094	-	ENSG00000227053.1_2	124.320000	7.000000	0.760000
chr7	107383197	107384077	LOC101927974	-	ENSG00000241764.3_2	344.270000	243.000000	9.540000
chr7	123254214	123265011	LOC102724555	-	ENSG00000230442.5_2	300.000000	0.000000	0.000000
chr7	124869632	124904345	LOC101928254	-	ENSG00000219445.2_2	1670.130000	0.000000	0.000000
chr7	136583519	136849088	LOC349160	-	ENSG00000234352.9_3	365.920000	11.000000	0.410000
chr7	142952391	142983427	LOC105375545	-	ENSG00000231840.1_2	209.230000	4.180000	0.270000
chr7	143509060	143533810	LOC154761	-	ENSG00000253882.6_2	2165.960000	511.050000	3.190000
chr7	146778029	146794701	LOC101928700	-	ENSG00000236795.1_2	1897.130000	0.000000	0.000000
chr7	156230482	156238282	LOC285889	-	ENSG00000233878.1_2	2450.130000	0.000000	0.000000
chr8	688547	690374	LOC401442	+	ENSG00000282375.1_3	1579.130000	0.000000	0.000000
chr8	9046508	9060366	LOC101929128	+	ENSG00000248538.6_2	438.590000	345.000000	10.630000
chr8	9182560	9192590	LOC157273	+	ENSG00000254235.5_2	1057.940000	0.000000	0.000000
chr8	10697535	10704019	LOC101929229	+	ENSG00000253695.1_2	191.250000	0.000000	0.000000
chr8	17942376	17955160	LOC101929066	+	ENSG00000245281.6_2	375.800000	9.000000	0.320000
chr8	21155749	21166960	LOC101929172	+	ENSG00000254334.1_2	872.150000	0.000000	0.000000
chr8	22735484	22745535	LOC101929237	+	ENSG00000248738.6_2	1424.500000	0.000000	0.000000
chr8	22925741	22941132	LOC286059	+	ENSG00000246130.1_2	2388.130000	0.000000	0.000000
chr8	23082733	23088439	LOC389641	+	ENSG00000246582.2_2	866.050000	752.000000	11.740000
chr8	23193720	23223638	LOC100507156	+	ENSG00000253837.1_2	2838.130000	0.000000	0.000000
chr8	37575096	37591011	LOC101929622	+	ENSG00000253181.1_2	980.130000	0.000000	0.000000
chr8	37620100	37637286	PLPBP	+	ENSG00000147471.11_3	1017.740000	1953.000000	25.940000
chr8	39420630	39437653	LOC100130964	+	ENSG00000254067.2_3	1191.130000	44.000000	0.500000
chr8	49464126	49611069	LOC101929268	+	ENSG00000253608.1_3	2124.130000	0.000000	0.000000
chr8	53106921	53112112	LOC101929341	+	ENSG00000253551.1_2	576.130000	0.000000	0.000000
chr8	57358365	57464626	LOC101929415	+	ENSG00000254254.5_2	1357.650000	0.000000	0.000000
chr8	58173784	58179170	LOC286177	+	ENSG00000253614.1_2	2723.130000	0.000000	0.000000
chr8	58256345	58277415	LOC101929488	+	ENSG00000253871.1_2	952.650000	0.000000	0.000000
chr8	58658707	58662756	LOC286178	+	ENSG00000254139.1_2	2213.130000	0.000000	0.000000
chr8	64378406	64388040	LOC102724612	+	ENSG00000253894.1_2	1179.510000	0.000000	0.000000
chr8	71383368	71397922	LOC101926892	+	ENSG00000253967.1_2	2119.130000	0.000000	0.000000
chr8	73644279	73664078	LOC101926908	+	ENSG00000253726.1_3	1474.130000	0.000000	0.000000
chr8	78362932	78388567	LOC102724874	+	ENSG00000254366.6_2	223.830000	0.000000	0.000000
chr8	83824338	83874159	LOC101927141	+	ENSG00000254394.1_2	368.170000	0.000000	0.000000
chr8	110656343	110660313	LOC100132813	+	ENSG00000248050.1_2	2827.130000	0.000000	0.000000
chr8	121773492	121789072	LOC101927543	+	ENSG00000248318.1_2	1725.130000	0.000000	0.000000
chr8	127337739	127341778	LOC101927657	+	ENSG00000244791.2_2	1174.130000	34.000000	0.390000
chr8	134898738	134914650	LOC101927822	+	ENSG00000253593.2_2	334.180000	0.000000	0.000000
chr8	135862177	135894142	LOC101927845	+	ENSG00000251218.1_2	1848.130000	0.000000	0.000000
chr8	142264665	142266916	LOC105375787	+	ENSG00000254019.1_2	336.180000	0.000000	0.000000
chr8	143719948	143722024	LOC101928087	+	ENSG00000277332.1_2	248.210000	1.000000	0.050000
chr8	144779284	144780583	BREA2	+	ENSG00000181097.5_3	1715.130000	67.000000	0.530000
chr8	1244293	1250823	LOC286083	-	ENSG00000275427.1_2	2678.130000	0.000000	0.000000
chr8	1710128	1711500	LOC101927752	-	ENSG00000253982.1_2	390.190000	307.000000	10.630000
chr8	6261076	6264069	LOC100287015	-	ENSG00000246089.3_2	1001.540000	771.000000	10.410000
chr8	10920161	10924599	LOC101929269	-	ENSG00000254839.1_3	391.160000	0.000000	0.000000
chr8	12236775	12237298	LOC649352	-	ENSG00000255556.2_2	1339.130000	0.000000	0.000000
chr8	12623570	12668910	LOC340357	-	ENSG00000254813.5_2	756.630000	0.000000	0.000000
chr8	19041185	19103032	LOC100128993	-	ENSG00000253557.5_3	367.500000	0.000000	0.000000
chr8	22112088	22132675	LOC100507071	-	ENSG00000254064.1_2	267.200000	13.000000	0.660000
chr8	24153326	24406131	LOC101929294	-	ENSG00000253535.5_3	378.920000	0.000000	0.000000
chr8	29672519	29686020	LOC101929470	-	ENSG00000248964.6_2	1433.630000	0.000000	0.000000
chr8	37592278	37594944	LOC102723701	-	ENSG00000183154.1_2	1838.130000	6.000000	0.040000
chr8	41391823	41435887	LOC102723729	-	ENSG00000253133.1_3	311.180000	0.000000	0.000000
chr8	42112840	42128479	LOC101929897	-	ENSG00000253408.5_2	281.730000	0.000000	0.000000
chr8	50409321	50424739	LOC100507464	-	ENSG00000253380.1_2	22.540000	0.000000	0.000000
chr8	56429746	56433537	LOC105375843	-	ENSG00000254357.1_2	342.170000	0.000000	0.000000
chr8	59168329	59184660	LOC101929528	-	ENSG00000253281.6_2	465.790000	0.000000	0.000000
chr8	61878679	61880307	LOC100130298	-	ENSG00000254802.1_2	611.130000	0.000000	0.000000
chr8	64769499	65281115	LOC102724623	-	ENSG00000253554.5_2	327.680000	0.000000	0.000000
chr8	65486865	65489820	LOC401463	-	ENSG00000254102.1_2	2348.630000	0.000000	0.000000
chr8	73114986	73163869	LOC392232	-	ENSG00000250979.1_2	2800.130000	0.000000	0.000000
chr8	80681614	80783972	LOC101927040	-	ENSG00000249328.2_2	1878.130000	15.000000	0.110000
chr8	86084311	86089276	LOC102723322	-	ENSG00000260493.1_2	1016.130000	1.000000	0.010000
chr8	90729626	90769939	LOC101929709	-	ENSG00000251136.8_2	1704.790000	526.000000	4.170000
chr8	93577670	93667722	LOC102724710	-	ENSG00000253634.1_2	339.170000	0.000000	0.000000
chr8	95649512	95651695	LOC100288748	-	ENSG00000261437.1_2	1935.130000	0.000000	0.000000
chr8	96079035	96085410	LOC105375650	-	ENSG00000245080.7_3	2384.130000	73.000000	0.410000
chr8	97384153	97399666	LOC102724804	-	ENSG00000253105.5_2	383.670000	0.000000	0.000000
chr8	120075181	120081021	LOC101927513	-	ENSG00000254278.1_2	1160.130000	0.000000	0.000000
chr8	125204931	125259639	LOC101927588	-	ENSG00000214803.3_2	947.130000	0.000000	0.000000
chr8	126009230	126010440	LOC105375744	-	ENSG00000253513.1_2	164.270000	0.000000	0.000000
chr8	134787793	134789595	LOC101927798	-	ENSG00000253165.1_2	793.130000	0.000000	0.000000
chr8	143783669	143808391	LOC100288181	-	ENSG00000253741.1_2	5436.130000	0.000000	0.000000
chr8	144063447	144099807	LOC100133669	-	ENSG00000247317.3_2	511.140000	22.000000	0.580000
chr8	144840662	144842678	LOC105375800	-	ENSG00000254973.1_2	1561.130000	8.000000	0.070000
chr9	9799391	9803787	LOC105375972	+	ENSG00000230920.1_2	135.300000	0.000000	0.000000
chr9	14993324	15019722	LOC389705	+	ENSG00000215237.6_2	940.130000	0.000000	0.000000
chr9	26066672	26118406	LOC100506422	+	ENSG00000276759.2_2	2072.130000	0.000000	0.000000
chr9	44384584	44391314	LOC101927827	+	ENSG00000229311.1	3366.130000	0.000000	0.000000
chr9	46843668	46845159	LOC103908605	+	ENSG00000226007.2_2	1997.130000	1.000000	0.010000
chr9	66553199	66555601	LOC728673	+	ENSG00000170161.6_2	2293.130000	1.000000	0.010000
chr9	76986446	76998446	LOC101927358	+	ENSG00000227809.1_2	400.160000	0.000000	0.000000
chr9	84304627	84391814	LOC101927502	+	ENSG00000233926.1_2	750.660000	0.000000	0.000000
chr9	86322749	86328408	LOC105376114	+	ENSG00000254473.1_2	769.130000	32.000000	0.560000
chr9	86678357	86709494	LOC101927575	+	ENSG00000227463.2_3	1759.130000	0.000000	0.000000
chr9	88420916	88457794	LOC389765	+	ENSG00000165121.11_3	1477.900000	119.000000	1.090000
chr9	94895115	94900911	LOC100128076	+	ENSG00000234537.1_2	1615.130000	0.000000	0.000000
chr9	95644848	95651837	LOC642943	+	ENSG00000226668.5_2	1184.170000	0.000000	0.000000
chr9	97094757	97123230	LOC100132077	+	ENSG00000232063.1_2	1914.130000	230.000000	1.620000
chr9	99488102	99489749	LOC441455	+	ENSG00000233820.2_2	753.130000	0.000000	0.000000
chr9	100000707	100139577	LOC100499484-C9ORF174	+	ENSG00000255036.6_3	5687.080000	317.870000	0.760000
chr9	107032509	107048859	LOC105376194	+	ENSG00000242111.1_2	1732.790000	0.000000	0.000000
chr9	120410883	120419304	LOC101928797	+	ENSG00000233569.1_2	1051.130000	0.000000	0.000000
chr9	123555774	123561009	LOC100288842	+	ENSG00000214654.7_2	731.460000	623.000000	11.510000
chr9	130578344	130584799	LOC102723566	+	ENSG00000225032.5_2	1807.130000	47.000000	0.350000
chr9	131486740	131495522	LOC100506100	+	ENSG00000223478.1_2	296.190000	117.000000	5.340000
chr9	132044694	132047998	LOC101929331	+	ENSG00000224307.1_2	335.180000	0.000000	0.000000
chr9	136919411	136923927	LOC100130548	+	ENSG00000235138.1_2	1864.130000	68.000000	0.490000
chr9	13406378	13431328	FLJ41200	-	ENSG00000270547.5_2	1113.710000	0.000000	0.000000
chr9	23500688	23672397	LOC101929563	-	ENSG00000283982.1_1	4557.130000	0.000000	0.000000
chr9	66513679	66553911	LOC403323	-	ENSG00000234665.8_3	1354.130000	20.120000	0.200000
chr9	67017374	67032072	LOC286297	-	ENSG00000182021.10_3	1967.420000	22.000000	0.150000
chr9	81750337	81760581	LOC101927450	-	ENSG00000260995.1_2	2184.130000	0.000000	0.000000
chr9	89623365	89657041	LOC440173	-	ENSG00000269994.1_2	1764.130000	14.000000	0.110000
chr9	90472957	90473971	LOC392364	-	ENSG00000214888.2_2	1766.130000	2.000000	0.020000
chr9	98868942	98878693	LOC158434	-	ENSG00000275465.5_2	2414.130000	0.000000	0.000000
chr9	100153118	100158973	LOC286359	-	ENSG00000228957.1_2	573.130000	0.000000	0.000000
chr9	102348067	102582171	LOC101928438	-	ENSG00000237461.1_2	1296.130000	0.000000	0.000000
chr9	109737113	109865269	LOC340512	-	ENSG00000230782.1_3	1142.670000	0.000000	0.000000
chr9	117428713	117444369	LOC100505478	-	ENSG00000230601.6_3	437.150000	0.000000	0.000000
chr9	117881818	117900688	LOC101928748	-	ENSG00000236461.1_2	1277.130000	0.000000	0.000000
chr9	118501948	118506518	LOC101928775	-	ENSG00000228714.2_2	148.290000	0.000000	0.000000
chr9	126768555	126771675	LOC100505588	-	ENSG00000236668.2_2	1898.130000	0.000000	0.000000
chr9	128506033	128508208	LOC51145	-	ENSG00000229582.3_2	1382.490000	0.000000	0.000000
chr9	129032402	129038194	LOC101929116	-	ENSG00000228392.1_2	1854.130000	0.000000	0.000000
chr9	132902888	132906498	LOC401554	-	ENSG00000196979.1_2	3010.130000	0.000000	0.000000
chr9	138395118	138398293	LOC101928525	-	ENSG00000226706.1_2	869.130000	68.000000	1.060000
chr9	140762376	140787022	LOC100133077	-	ENSG00000203987.2_2	1594.180000	0.000000	0.000000
chr9	141090384	141093903	LOC101928932	-	ENSG00000237419.1_2	290.190000	0.000000	0.000000
chr10	978965	988683	LOC101927762	+	ENSG00000229869.1_2	159.280000	0.000000	0.000000
chr10	3876141	3876920	LOC105376365	+	ENSG00000230573.1_2	288.190000	0.000000	0.000000
chr10	4093917	4131205	LOC101927964	+	ENSG00000236990.1_2	2039.130000	0.000000	0.000000
chr10	6368506	6377943	LOC399715	+	ENSG00000215244.2_2	2838.130000	16.000000	0.080000
chr10	8939951	8956559	LOC105755953	+	ENSG00000234752.1_2	118.320000	0.000000	0.000000
chr10	10100684	10105465	LOC101928298	+	ENSG00000224788.1_2	327.180000	0.000000	0.000000
chr10	14116282	14129878	LOC101928453	+	ENSG00000235410.1_2	542.130000	0.000000	0.000000
chr10	26878793	26883251	FAM238A	+	ENSG00000233261.3_3	518.690000	0.000000	0.000000
chr10	31012147	31012669	LOC105376480	+	ENSG00000230720.1_2	160.270000	0.000000	0.000000
chr10	31476811	31550481	LOC101929352	+	ENSG00000272381.1_2	1998.130000	0.000000	0.000000
chr10	32636291	32663416	LOC102031319	+	ENSG00000229327.1_2	21.020000	0.000000	0.000000
chr10	43366968	43369508	LOC101929445	+	ENSG00000234944.1_2	1466.130000	0.000000	0.000000
chr10	46951471	46966835	LOC102724593	+	ENSG00000231187.2_2	363.170000	0.000000	0.000000
chr10	56245989	56415811	LOC105378311	+	ENSG00000234173.1_3	2052.130000	0.000000	0.000000
chr10	72698809	72715398	LOC105378349	+	ENSG00000259267.2_2	223.730000	0.000000	0.000000
chr10	77168914	77171082	LOC101929234	+	ENSG00000272692.1_2	1642.130000	0.000000	0.000000
chr10	80027084	80039970	LINC00595	+	ENSG00000282863.1_3	281.870000	0.000000	0.000000
chr10	81585657	81587358	LOC642361	+	ENSG00000272447.1_2	1453.130000	1218.490000	11.330000
chr10	87192618	87208713	LOC101929662	+	ENSG00000224504.2_2	2424.130000	0.000000	0.000000
chr10	106083121	106086503	LOC101927472	+	ENSG00000228261.1_2	706.130000	22.000000	0.420000
chr10	107899922	107923512	LOC105378470	+	ENSG00000229775.6_2	291.200000	0.000000	0.000000
chr10	114583254	114587491	LOC103344931	+	ENSG00000260917.1_2	3989.130000	427.000000	1.450000
chr10	116524546	116539662	LOC101927692	+	ENSG00000228484.1_2	2130.130000	0.000000	0.000000
chr10	116754415	116756352	LOC102724589	+	ENSG00000236799.1_2	96.360000	0.000000	0.000000
chr10	124639148	124658230	LOC399815	+	ENSG00000255624.2_2	597.320000	93.000000	2.100000
chr10	127371811	127398246	LOC283038	+	ENSG00000228021.7_2	609.600000	0.000000	0.000000
chr10	5636947	5638081	LOC105376382	-	ENSG00000242147.1_2	449.150000	0.000000	0.000000
chr10	10461500	10504312	LOC101928322	-	ENSG00000270111.2_2	568.170000	0.000000	0.000000
chr10	19999263	20017479	LOC101928834	-	ENSG00000233968.6_2	684.130000	67.000000	1.320000
chr10	26213306	26222639	LOC101929073	-	ENSG00000226304.1_2	233.220000	0.000000	0.000000
chr10	26866614	26868236	LOC101929117	-	ENSG00000236894.3_3	401.210000	0.000000	0.000000
chr10	27220134	27230930	FAM238C	-	ENSG00000283709.1_1	1539.130000	5.000000	0.040000
chr10	28721936	28784742	LOC105376468	-	ENSG00000237128.1_2	27.360000	0.000000	0.000000
chr10	42827313	42863493	LOC441666	-	ENSG00000215146.4_2	2920.890000	2165.000000	10.020000
chr10	44273014	44274350	LOC102724264	-	ENSG00000234973.5_2	123.330000	0.000000	0.000000
chr10	45940015	45948569	LOC102724323	-	ENSG00000231964.1_2	214.230000	0.000000	0.000000
chr10	46550122	46641045	PTPN20	-	ENSG00000204179.6	1118.080000	0.000000	0.000000
chr10	48324787	48332197	LOC107001062	-	ENSG00000226044.1	351.170000	0.000000	0.000000
chr10	48844035	48862688	FRMPD2B	-	ENSG00000197704.7	1206.020000	95.800000	1.070000
chr10	52822338	52828312	LOC102724719	-	ENSG00000223502.1_2	173.260000	0.000000	0.000000
chr10	66660893	66684276	LOC101928887	-	ENSG00000224714.2_2	2324.130000	18.000000	0.100000
chr10	70975088	70992246	LOC101928994	-	ENSG00000229261.1_2	1685.130000	0.000000	0.000000
chr10	76266255	76289082	LOC102723439	-	ENSG00000232342.7_2	717.130000	7.000000	0.130000
chr10	82289352	82295698	LOC101929574	-	ENSG00000226659.1_2	350.170000	0.000000	0.000000
chr10	91451056	91457685	FLJ37201	-	ENSG00000235100.3_3	1050.130000	20.000000	0.260000
chr10	92162277	92300562	LOC101926942	-	ENSG00000236373.1_2	733.130000	0.000000	0.000000
chr10	103012577	103023307	LOC101927419	-	ENSG00000229649.1_2	1974.130000	0.000000	0.000000
chr10	106234697	106240033	LOC101927523	-	ENSG00000225768.1_2	765.130000	0.000000	0.000000
chr11	777577	784284	LOC171391	+	ENSG00000255284.1_3	451.620000	233.000000	6.970000
chr11	1049777	1055764	LOC101927503	+	ENSG00000254872.3_2	1868.630000	0.000000	0.000000
chr11	4208381	4223883	LOC100506082	+	ENSG00000254480.1_2	214.230000	30.000000	1.890000
chr11	8790324	8831823	LOC102724784	+	ENSG00000255159.1_2	344.530000	0.000000	0.000000
chr11	9860688	9950808	LOC101928008	+	ENSG00000255476.1_2	338.170000	0.000000	0.000000
chr11	10830843	10844478	LOC101928053	+	ENSG00000246308.1_2	2087.130000	15.000000	0.100000
chr11	12052421	12083332	LOC105376554	+	ENSG00000254486.1_2	3060.130000	0.000000	0.000000
chr11	15665430	15726914	LOC102724957	+	ENSG00000254695.1_2	223.230000	0.000000	0.000000
chr11	18230684	18235111	LOC494141	+	ENSG00000189332.5_2	1649.880000	0.000000	0.000000
chr11	27493277	27497768	LOC105376671	+	ENSG00000254862.5_2	662.180000	0.000000	0.000000
chr11	37960150	37976213	LOC105376633	+	ENSG00000254516.1_2	128.310000	0.000000	0.000000
chr11	44995452	44999578	LOC221122	+	ENSG00000254654.1_2	991.130000	0.000000	0.000000
chr11	45376921	45378208	LOC101928812	+	ENSG00000254427.1_2	624.130000	8.000000	0.170000
chr11	45392947	45410059	LOC399886	+	ENSG00000255267.3_2	2349.130000	0.000000	0.000000
chr11	45743857	45746106	LOC100507384	+	ENSG00000254519.3_2	639.940000	0.000000	0.000000
chr11	46193505	46198656	LOC101928894	+	ENSG00000255314.2_3	825.630000	0.000000	0.000000
chr11	49580079	49831969	LOC440040	+	ENSG00000205035.8_2	1936.460000	0.000000	0.000000
chr11	50368317	50379802	LOC646813	+	ENSG00000214883.4_2	794.130000	0.000000	0.000000
chr11	56615953	56645554	LOC101927120	+	ENSG00000255433.5_2	2114.630000	0.000000	0.000000
chr11	61355965	61375018	LOC101927495	+	ENSG00000250230.2_2	2101.130000	0.000000	0.000000
chr11	62599705	62601513	LOC105369332	+	ENSG00000256690.1_2	310.400000	25.130000	1.090000
chr11	64014525	64015686	LOC105369340	+	ENSG00000256940.1_2	170.080000	54.000000	4.290000
chr11	64067862	64072239	CATSPERZ	+	ENSG00000219435.5_3	495.140000	148.110000	4.040000
chr11	64216528	64219128	LOC100996455	+	ENSG00000181908.5_2	2092.130000	0.000000	0.000000
chr11	66115461	66131235	LOC102724064	+	ENSG00000255468.6_2	386.990000	92.500000	3.230000
chr11	69240438	69244389	LOC102724265	+	ENSG00000255980.1_2	2128.130000	8.000000	0.050000
chr11	71589498	71595607	LOC100129216	+	ENSG00000225805.4_2	1.220000	0.000000	0.000000
chr11	71725336	71731956	LOC100128494	+	ENSG00000251143.1_2	3985.130000	325.330000	1.100000
chr11	74022406	74035750	P4HA3-AS1	+	ENSG00000246211.2_2	1909.130000	0.000000	0.000000
chr11	74204429	74209578	LOC100287896	+	ENSG00000254837.2_3	910.490000	153.130000	2.270000
chr11	75294240	75305710	LOC105369391	+	ENSG00000255326.1_2	403.160000	2.000000	0.070000
chr11	76092346	76119175	LOC100506127	+	ENSG00000179240.9_3	2114.850000	399.000000	2.550000
chr11	78244221	78269611	LOC101928896	+	ENSG00000255084.1_2	469.140000	0.000000	0.000000
chr11	86666662	86711989	LOC100506368	+	ENSG00000246523.7_3	769.140000	30.000000	0.530000
chr11	94883702	94892312	LOC101929295	+	ENSG00000245552.6_2	953.130000	11.000000	0.160000
chr11	94963349	94967568	LOC100129203	+	ENSG00000245552.6_2	953.130000	11.000000	0.160000
chr11	96241588	96247914	LOC105369443	+	ENSG00000256684.1_2	156.280000	0.000000	0.000000
chr11	102323649	102332769	LOC101928424	+	ENSG00000255337.1_2	444.150000	7.000000	0.210000
chr11	102337985	102369530	LOC102723838	+	ENSG00000255482.1_2	246.210000	0.000000	0.000000
